734,2062,948,2375,87,1484,1051,734,3271,2825,1098,204,1888,927,1226,2123,1888,2683,2683,4019,3813,1366,1410,399,87,2098,322,614,2581,853,853,3653,3587,3832,3220,2581,3883,4310,2825,1098,204,646,2581,595,4239,3743,1888,927,2212,689,1258,208,3107,784,2888,3880,1888,2465,4218,3217,2939,3107,1226,2123,1888,4310,2953,542,4390,2867,87,332,1195,3264,689,4310,375,1535,2171,572,2600,2035,3693,442,2212,1702,4399,3904,2451,3612,1226,87,1888,927,3580,916,4310,2581,853,853,4270,3587,1331,3220,518,919,1315,729,138,4231,2104,930,3587,87,3813,3220,1366,3883,79,2212,1315,729,4200,916,1410,442,1491,3232,3232,730,3877,1319,1319,3232,1500,4249,4182,1319,1372,4112,730,1321,851,3616,2637	1
193,4144,746,683,772,4189,2717,2600,3262,3262,3262,1930,3437,1875,709,3843,402,4171,2519,2943,886,3622,725,725,3135,3209,3477,2765,3131	1
2581,646,2581,2581,646,4270,734,4033,2642,734,1639,1733,2820,3720,313,755,3847,4015,646,3861,3843,4249,121,3843,3847,4291,2906,1453,3843,2856,469,448,2732,886,2641,3185,3843,3869,716,1053,886,1491,3232,3232,730,3877,1319,1319,3232,1500,4249,4182,1319,1372,2637,3232,1794,1487,4112,2581	1
757,2297,2010,977,3946,2681,4144,1991,956,423,87,942,1885,1829,3842,2149,4310,56,1663,1677,1885,1991,956,3405,1595,2466,2129,4120,4144,3904,2225,2360,2632,840,2100,4292,1462,3832,3877,2308,853,4023,2754,1524,4310,3679,3679,192,3904,2632,1166,1942,1123,1886,716,1776,1942,2346,3754,2600,4310,1677,772,2369,1732,751,568,1968,192,4121,934,322,1904,1410,4017,2600,4310,2681,2248,87,4010,1512,965,4326,1893,2424,3262,1366,3646,542,1153,3576,1148,2138,1015,773,3405,4121,3588,2466,1642,3397,280,1851,2090,4310,193,4144,686,2369,708,2177,3622,4026,9,1129,4189,2600,4310,3904,826,1366,1349,3983,212,2663,2424,2673,1491,3232,3232,730,3877,1319,1319,3232,1500,4249,4182,1319,1372,3135,4279,2224,1372,3861,2637	1
1082,4270,743,643,1289,2168,4310,1903,2060,39,4219,646,2308,3587,4310,2212,743,2308,2308,2225,1003,957,1902,3035,1833,1374,743,3832,595,4069,317,906,404,4310,1366,2225,3990,1051,1082,965,1051,3294,2745,3902,3578,906,4310,19,2375,2793,756,4189,87,3832,2308,2308,4069,4310,1050,886,4019,2681,2978,56,916,2600,4310,2137,2714,3437,1364,56,1364,144,1833,2600,4310,3904,4144,2681,2919,2714,87,1366,14,2663,442,399,3855,2117,1913,243,826,2600,442,1082,2358,2369,3248,2091,442,1366,2225,3069,2953,4262,1289,87,3586,93,3855,927,442,2681,1913,3437,1364,3936,1267,1733,965,1082,87,1531,2885,4310,172,4158,4167,1082,87,3941,1732,4310,683,3058,2602,865,865,56,3123,3262	1
2919,4219,1374,1283,348,3035,2543,2922,3544,598,1902,3035,87,772,400,3646,3040,2724,739,4310,416,772,400,1232,3854,739,313,3525,2724,87,3880,3969,4121,2887,1374,1283,575,3450,442,4061,2714,1902,3035,4121,4319,2124,1717,2600,442,3355,3935,1374,1283,1547,148,2600,442,3786,2836,3856,2113,2342,616,616,1913,2100,4292,3262,3843,3472,4379,1483,4010,616,616,2462,3501,2375,416,3843,1235,1082,1016,4189,1512,965,87,4310,3786,590,4296,772,4189,2365,4234,1196,772,4189,4010,2888,1902,3035,87,857,739,2017,2836,1366,223,4310,56,3595,2543,1611,1969,328,865,683,3398,3731,3262,2560,2012,2854,3813,553,3843,2560,3578,1315,3058,865,2031,3843,2560,1144,521,3847,3884,4384	0
2715,1660,3620,4061,4144,1961,927,2424,3262,3904,417,803,200,2369,1098,572,1961,2600,4310,2360,2632,739,416,965,1885,4010,29,4010,3262,1930,3818,3179,709,4259,4171,2519,2943,3843,2782,3880,760,51,4114,3398,1755,412,412,2461,446,3622,2387	1
3623,1921,56,3595,739,1052,2715,2375,87,435,261,3262,3843,1930,1548,482,709	1
1961,3662,614,1082,1913,4010,2663,4310,4010,4398,4310,4010,4276,4310,4010,3743,4310,275,1366,751,4010,87,4121,4144,3563,243,1166,442,1366,1520,1536,1315,2828,2724,2717,4286,3354,1050,3578,87,3754,1021,4266,4310,2605,4385,2821,2392,4231,1399,4310,3983,1082,1913,1366,814,2921,3398,87,3563,243,1166,4310,1161,1082,1913,3575,1717,1535,4289,3570,2445,1877,2314,3880,2430,3929,56,1882,4310,1586,2017,4003,2229,3880,2162,328,3936,1308,442,1536,1315,2828,2724,2248,4144,1366,1613,93,1390,1780,3061,1461,4124,2416,4050,4369,1626,87,1961,411,3662,1795,126,442,101,1025,375,1535,1523,1317,590,4296,4144,1536,1315,1315,1795,87,927,1226,4063,2360,2600,442	0
646,2308,2581,743,3587,2581,3220,2581,3883,148,4289,1299,912,3107,886,2581,481,2068,4149,3425,4310,3866,3653,2662,4310,2651,2581,2308,2308,4069,442,646,481,2350,1192,4310,3832,3587,716,56,572,144,2833,1258,1192,2724,442,743,481,56,2496,3563,243,598,4310,3866,743,2662,4310,2651,2581,2308,2308,4069,442,3289,481,3137,1192,56,2496,3563,243,598,4310,3866,2581,2662,4310,2651,3832,2308,4069,442,3832,481,3107,1157,1209,3578,3597,2270,956,313,4310,3866,743,2662,4310,2651,2581,2308,2308,4069,442,3653,481,3107,1157,1209,3578,3908,100,4310,3866,2581,2662,4310,2651,2581,2308,2308,4069,442,1331,481,4010,4292,551,2379,1482,1412,4310,3866,2581,646,2662,4310,2055,2056,3768,2651,442,853,481,3777,2852,1192,1157,4310,3866,3653,2662,442	0
3271,3566,1780,3762,3762,400,4144,2116,1763,906,2971,279,906,1885,614,3566,1780,3762,1839,3137,1070,3866,481,3762,400,3843,380,665,1443,87,3441,4190,2225,927,1242,4384,765,2062,886,1235,3578,4010,1547,1014,4019,683,1556,4393,3402,865,906,2062,4310,2116,1763,906,2971,279,906,1885,399,442,1930,3450,709,1930,3450,709,1930,3007,3388,709,1930,3007,3388,709,2270,2148,4125,1947,481,1946,1717,2584,4071,481,2342,2166,3866,3995,2721,2721,54,322,927,772,4144,2116,1763,531,247,865,3262	0
3271,2173,1920,775,879,3922,3511,4217,1732,3941,2365,3145,1051,1153,2978,1784,1121,2362,1471,3320,614,2173,1920,2316,2537,83,1839,3517,1888,2477,2117,3348,2685,3576,1050,4310,3624,1091,54,3145,4144,2098,1535,1051,1153,2978,1784,1121,2362,2156,3320,4310,172,2850,4071,54,3145,193,4311,2953,542,2375,2685,481,1237,3303,26,430,4325,772,1861,326,542,2714,1096,1364,4221,79,442,4017,3493,4310,3511,4217,3922,981,685,4219,87,2234,617,3922,87,2537,2155,4319,2629,2063,1499,1277,3563,2092,965,2086,79,755,1471,442,416,430,3960,3285,2360,747,4310,2104,200,685,4219,981,2439,2587,3107,243,4119,478,326,4310,2514,1912,3983,1374,1279,1663,442,4259,3578,3727,2715,2387	1
3904,4144,1366,1885,4270,3289,643,87,3855,4211,4211,4310,3855,2606,2148,2600,4310,1547,2225,3255,3035,683,1037,2270,1888,4310,930,1051,2872,4278,3337,2872,965,3064,1693,1547,3501,4310,56,3614,3813,3501,3991,3595,1289,2872,4310,930,1051,3772,612,3832,481,3653,1284,4310,865,1518,2600,1483,56,1289,3090,1722,442,930,2017,1366,2451,4003,3714,1581,405,4121,2887,3983,2129,1366,4150,2663,4310,56,3688,3804,4310,4010,3228,1776,87,927,590,4061,2887,2017,442,3646,3646,3904,1885,3437,1875,87,3855,927,3869,4310,2878,3335,572,3321,2600,192,87,3058,2602,3437,56,2017,3262	0
3271,2398,3563,2212,1066,1131,1616,1998,3843,3818,1131,2850,2375,1036,2133,2717,1732,4319,620,614,646,646,643,2888,1546,1522,942,2212,4019,1066,590,4296,87,1131,1616,1998,399,4310,1462,2398,3563,4320,1885,4262,1556,416,1051,4310,4019,699,1717,399,879,1131,87,4401,1116,481,956,4401,481,1131,3480,26,2031,3142,4310,2375,1036,1433,1131,1616,2382,2808,4310,193,2985,2600,1366,169,3958,927,87,2328,4310,2851,3282,317,1121,1131,2104,1308,3995,1560,3090,442,416,1082,4013,4401,1116,3307,1131,2420,93,4282,3880,1510,2178,4310,4319,1131,2420,2070,4218,4310,1124,2420,83,1055,2657,1516,1180,3587,965,2581,3587,1180,442,1491,3232,3232,730,3877,1319,1319,3232,1500,4249,4182,1319,1372,1079,159,2281,4020,1939,4020,3847,521,2218	1
3271,990,977,2766,1888,2633,4384,886,3727,438,3388,1283,1640,1667,1618,400,614,3578,1315,3866,3995,101,2076,2293,886,3843,3727,438,4120,3563,879,3960,1618,400,774,942,1366,2225,927,3007,3854,3832,2308,4270,3638,3201,2398,4310,3421,447,981,3035,4310,3653,2225,3855,3885,442,2060,3855,3885,4205,4237,4230,927,3818,2632,4319,1618,400,2270,4310,56,3480,4310,2218,4384,886,1163,1885,2714,2949,4401,4282,886,1332,4387,886,2581,3832,2308,1331,853,3832,3832,3289,853,3832,743,774,246,886,2581,853,1331,1331,1331,853,853,1331,3832,4270,3653,1522,4132,886,2581,3832,2308,1331,853,2308,1331,2308,853,853,4270,2041,3073,886,2581,743,3289,1331,853,853,3653,3832,3832,3289,743,972,972,886,2581,743,853,1331,1331,853,3653,2308,3653,3832,4270,518,919,39,2252,1371,4023,2754,4310,1226,772,2852,2852,2055,148	0
3271,1605,2633,886,2173,1920,3410,3572,3922,442,442,442,614,3904,4144,2173,1920,1472,1613,3847,2569,3403,2155,4133,646,1794,303,3209,430,1284,4310,2577,2104,4280,1300,87,438,4324,3770,417,803,2117,87,3777,1283,208,2465,3142,442,4373,2430,1279,3852,417,803,87,4144,417,803,990,977,1226,2927,1362,87,1279,3852,1888,2477,2117,442,3478,200,4144,2305,3496,1640,2424,4310,3420,2466,1943,1038,2887,2370,1354,87,4401,4407,625,2673,2673,430,1336,927,3983,87,864,384,4144,886,2305,3496,764,2205,56,3437,3336,4310,3437,3336,87,4144,3904,764,2205,1868,4061,3983,1622,289,2600,2424,3262,4234,4310,192,2375,4324,2887,3793,3336,711,2673,2673,3843,448,2732,2560,3864,3576,1733,3982,2224,3843,3843	0
734,990,977,3058,864,734,3271,4019,2212,865,436,2543,3107,399,2111,2212,1121,93,2392,2306,614,1484,1693,4310,2297,521,2010,4320,1358,1241,4310,1471,4010,2324,2887,2328,169,4120,753,3731,2044,3107,4310,2212,1366,169,344,2828,2328,2543,961,442,4207,2543,2063,344,2328,4310,24,4144,1267,3020,3595,231,4310,1483,2111,4144,1005,2328,3880,4063,87,1138,3576,590,3335,442,172,1283,208,3578,4310,2137,1163,814,2963,2098,2400,4207,2543,87,1283,974,2851,56,3884,819,4310,4102,1461,2986,1300,542,1611,1969,442,200,4286,760,223,4310,2297,521,87,3904,1366,684,841,3627,1096,1004,2850,4243,1520,1201,3008,886,865,436,1461,2375,4310,2111,4144,1121,93,2392,2306,442	1
2717,212,927,3767,2681,3089,1535,2158,1717,4144,4082,2673,2212,4082,1717,961,3595,1232,2225,956,3568,2673,956,3568,3420,2466,4013,2673,1226,772,1512,3904,4189,3869,886,3946,565,22,3107,1717,3568,3733,906,860,423,3843,1491,3232,3232,730,3877,1319,1319,3232,1500,4249,4182,1319,1372,1079,3861,3209,449,2697,4249	1
3271,1121,93,3847,3020,614,646,2308,2581,743,3587,2581,3220,2581,3883,912,3107,3877,1019,2068,4149,3425,4310,3866,3653,2662,2651,2581,2308,2308,4069,442,2649,2350,1192,4310,3832,3587,716,56,572,144,2833,1258,1192,2724,442,4386,56,2496,3563,243,598,4310,3866,743,2662,2651,2581,2308,2308,4069,442,3265,3137,1192,56,2496,3563,243,598,4310,3866,2581,2662,2651,3832,2308,4069,442,304,3107,1157,3578,3597,2270,956,313,4310,3866,743,2662,2651,2581,2308,2308,4069,442,157,3107,1157,3578,3908,100,4310,3866,2581,2662,2651,2581,2308,2308,4069,442,3184,4010,4292,551,2379,1482,1412,4310,3866,2581,646,2662,2055,2056,3768,2651,442,1000,3777,2852,1192,1157,4310,3866,3653,2662,3262,3262,2017,1859	0
2060,1148,71,743,2308,726,2328,1201,3008,2581,2308,1168,1536,4069,87,3832,1536,2662,2338,2043,3983,1340,3620,1930,3007,3388,709	0
3271,2157,926,3262,884,1968,1424,1510,3231,1218,1042,3238,1642,3576,597,3262,614,3348,1051,322,3566,4310,3056,3035,1374,751,442,1424,1510,3231,4369,56,3437,787,3262,56,542,4310,1424,1510,3231,3275,77,1441,3142,4310,1366,3074,1424,1510,3231,4189,4119,87,723,1528,3642,4190,683,1331,2308,640,2683,1331,3832,640,4310,2919,1906,1483,2887,1733,965,743,2308,640,2137,2375,4024,2975,1441,3501,3417,2212,646,3289,3380,442,1471,2137,4310,884,1968,1424,1510,3231,2714,4335,2219,3576,597,1500,1500,1500,2104,2887,328,865,4232,1441,1283,974,3262,1471,2137,886,884,1968,1424,1510,3231,2714,4310,3786,1921,4262,597,1140,3262,4139,1756,1500,1500,1500,1500,1500,1500	0
3271,348,1618,3847,1374,3843,1748,572,192,328,3569,1501,614,193,3866,572,3588,3747,683,430,2392,1394,2985,1829,1902,4310,1433,1595,2466,3267,2662,956,4310,310,151,3647,1173,87,3437,3336,3455,498,3587,1913,711,2673,1283,683,3904,2225,4229,2311,1374,1283,3847,348,1267,2600,4310,1366,1920,2060,2480,4149,300,4041,300,4120,4010,442,683,3388,4321,1654,500,223,927,3437,1364,2461,3035,2887,29,4310,2888,1776,2276,3880,1374,1283,683,192,3398,3731,87,930,2225,927,442,2017,3983,192,3398,3731,87,1829,3927,2309,1660,3869,3262	0
2375,2685,1484,1051,223,3996,892,3501,4023,2754,4310,3843,531,2027,342,435,243,1613,1650,916,4310,3137,1192,1157,2532,56,2496,3563,243,598,739,1455,3768,2651,4310,4023,2328,3880,2270,4401,4282,2651,404,3832,2308,4069,4310,2068,774,4232,2651,646,2308,2308,4310,565,1395,752,2328,2651,2581,2308,2308,4310,2212,2831,3653,2308,1051,4310,243,1315,1121,1131,1723,3578,326,3768,2350,1192,4310,1366,2953,326,2171,4310,1366,2306,1804,874,892,2225,3220,4310,3813,3587,716,56,572,2833,2493,442,930,3220,2581,2308,481,646,2308,481,743,2308,3883,2098,2018,2423,598,318,1124,326,4310,930,3220,3843,743,481,1331,481,2581,743,481,2581,1331,481,646,743,3883,644,930,2113,3813,481,892,2098,2316,1618,1691,4269,1124,326	0
302,4295,1995,942,3453,3571,1581,4260,679,1581,4231,87,3847,3490,3059,2281,3059,4310,2681,1182,2314,4121,3570,1877,2600,1859	0
3271,743,2308,3587,3493,87,3653,3220,646,1331,3883,614,3578,1315,1154,1336,3003,3578,990,1839,2766,2887,93,542,3946,3089,1535,83,1315,2137,322,3003,87,2878,2978,2062,948,3767,2205,87,1038,1055,423,4310,4289,1299,4139,79,1138,4114,1226,1593,436,442,793,482,200,4150,3005,1472,87,864,1201,4144,886,83,3003,4010,3638,4310,83,1315,4010,411,4310,3300,1315,3936,1364,4310,1138,1593,4010,1765,442,4335,3620,1050,3578,1315,1154,1336,3003,4144,4150,3005,1472,2263,2986,87,4310,3588,2466,983,1226,262,644,793,3544,3673,87,430,1885,3420,2466,1050,2673,1471,2137,3772,1364,1050,1082,4010,3638,442	0
1930,4282,1493,709,1930,3437,302,709,3441,595,1998,2336,2603,906,2605,4310,1329,595,1621,1226,1607,1451,1930,2342,3842,709,3576,1148,864,1839,322,3690,3089,2560,531,4132,2769,2560,3855,746,87,3455,2560,660,1456,1930,4226,1780,709,1771,3948,1607,1451,3950,3880,1560,1930,3983,3921,709,1300,3743,760,961,4010,2398,2493,1930,1447,1368,1368,3837,709,3946,1621,1226,3029,261,423,4310,3983,258,2634,1998,2336,3156,1116,644,1998,2336,2603,906,2605,4310,1462,2581,646,3220,646,4270,3883,148,818,2113,892,4127,646,2581,886,2308,2308,148,683,3727,3303,1116,125,1607,1635,1241,599,2632,626,2295,1930,2124,2124,709,2560,3727,3303,3727,2295,4401,977,1116,2560,687,1424,1366,2560,3245,3437,1750,1750,3843,2560,792,956,4050,1581,4373	1
2017,148,322,3262	0
3271,1367,3123,614,3059,3938,2376,3843,4112,924,3344,81,646,3220,2581,3653,3397,2581,1331,3883,2662,1347,2295,1411,518,646,1331,1353,2605,3405,860,4212,577,573,87,518,1366,1613,3397,518,919,1613,3843,442,3843,4136,3877,3059,3938,2376,3843,4112,924,4144,3847,1098,4391,87,3947,2659,3374,2753,3001,1241,4310,3847,1098,4391,481,3302,84,438,3554,481,4045,1247,3304,644,1017,1215,87,3374,2753,1116,4120,4010,2187,2295,442,1930,572,4292,430,3179,709,4121,4144,1050,26,977,1635,4121,2717,2600,711,2673	1
3271,1374,322,2592,4178,1912,4144,3595,193,87,614,3588,2225,1939,2697,743,1331,2308,87,4041,1937,3035,56,4144,4319,342,3095,965,683,2297,1942,1456,2180,3289,2308,2308,2308,965,3653,2308,2308,2308,2174,87,2685,873,4189,2090,2673,416,2681,560,965,3904,2225,1367,3123,87,3880,3969,2911,2375,4121,1203,3141,2600,148,322,4310,3145,2212,2681,4348,2002,3866,572,1521,1569,1482,518,3813,2451,223,4277,2919,1226,3472,4190,1733,1331,2308,3653,646,2174,442,3588,2901,3904,2225,4041,1937,3035,193,56,4144,2888,4292,4344,711,2673,679,2336,2560,1521,1569,3472,4277,3843,3104,4061,328,1283,1521,1569,1300,2600,1198,1569,2600,3058,2602,4120,4319,2347,1893,2600,1366,679,3262,4259,2017,2387	0
1300,411,87,3455,927,3518,2714,4120,4010,1366,2225,2151,2151,430,2665,2389,1082,3843,2718,2459,2129,87,1536,972,1829,927,4310,2212,1595,2466,2887,3904,3895,625,4310,3145,2212,3518,2714,3588,1536,972,87,1829,927,4120,683,4013,2681,772,87,726,438,331,739,313,3323,4310,1037,4119,87,1424,258,56,1619,772,4189,87,2888,1741,999,2717,3036,3036,4310,2257,1037,1050,212,1014,3843,734,3232,121,743,3832,2308,734,734,3232,121,2581,3832,2308,734,4010,1283,1703,3843,1500	1
734,2113,1366,819,734,3843,2911,2296,3693,2248,3936,627,4310,3437,1875,4310,1138,284,334,1241,1485,4120,4144,669,3634,87,4310,1512,2681,3058,2602,4310,4010,469,4010,2248,739,3843,1454	0
82,1829,2309,1660,56,3595,3595,231,1942,531,2600,442,3991,1536,3991,2887,2133,2793,87,4310,3588,4144,1536,87,4401,2793,2471,442,3991,3437,302,3991,3623,1921,56,2887,3855,87,4144,2641,3185,2888,1185,3035,442,3991,2953,3048,3544,686,3991,2137,192,2212,3578,1776,87,3588,4144,192,616,442,3991,1536,3991,3437,302,3991,2887,2133,2793,3991,3623,1921,56,2887,3855,3991,2953,3048,3544,686,3991,2137,192,2212,3578,1776,87,4144,4289,4013,1536,87,4401,2793,2471,2336,416,616,87,2641,3185,2888,1185,3035,442	1
3786,2017,148,322,3262,1930,1979,68,709	0
3271,144,2451,2157,926,886,2139,4331,2416,2416,4319,2370,614,1051,3294,2041,450,772,1452,775,598,3854,743,643,87,3255,3035,1289,3777,2316,4310,1028,3345,87,860,1791,328,1283,1902,3035,56,819,2600,4310,686,2577,82,2398,3563,231,317,442,2398,3563,532,3983,3921,4310,2911,2375,200,237,313,93,997,3089,1979,1471,4010,1882,1475,2587,3107,478,326,442,2919,2714,82,965,2600,2888,1902,4310,435,328,4319,3502,2600,4310,2177,3480,4319,2464,2600,442,927,346,3035,1846,1546,1942,4321,1234,2600,4310,772,400,598,2888,1902,1037,1374,1366,79,3595,2823,1856,2139,2094,4310,1366,79,3262,3262,3262,3262	0
4162,3563,1283,683,2063,4311,3975,956,4310,3786,4023,2328,87,2309,1660,1374,3107,4373,916,4207,4023,3623,271,961,644,1300,4162,531,2852,4310,1283,683,344,3975,2328,1374,916,4310,3786,1366,79,3595,2543,1374,865,436,93,1241,4310,3357,3357,1812,3262,3262	0
2888,3883,1520,1942,4356,2600,4310,2157,747,1226,772,283,2758,9,1129,56,3595,2375,416,3262	0
3271,54,322,1138,228,2282,1847,87,2252,4119,3588,1366,2888,1284,4144,4013,322,708,228,2821,87,1500,1500,1500,614,212,787,1497,2497,261,3455,927,1366,3895,868,2600,3904,2466,212,3587,3262,4335,469,1471,747,4310,851,4144,1138,228,2282,1847,87,4289,4119,4310,1794,4144,1138,228,2282,1847,87,2252,4119,4310,2027,708,448,121,2943,3880,4310,283,2375,716,2177,3529,959,4310,1161,1794,3307,2224,481,1321,26,1613,1885,3699,283,1153,725,442,1303,2497,1913,4310,192,1913,997,1241,3904,2225,711,2673,56,3595,144,2002,4189,2804,884,542,3854,3455,927,87,865,868,2600,3262	1
3271,3620,136,342,3051,614,3271,1829,3927,865,2963,2113,2831,3420,3895,4169,1342,2953,3048,1038,2881,3843,2673,614,3220,2953,2113,2831,4230,1829,3927,87,2953,3048,3107,2212,1038,2881,4010,3089,711,2673,3904,2225,3767,2205,518,1366,9,1512,2375,1289,3437,1364,2543,1226,772,3335,572,532,657,48,442,172,1732,208,2375,4310,1591,906,772,2836,3856,2681,1913,3904,1547,3986,1512,3342,2162,56,739,3089,87,1732,2632,716,1613,1223,683,1329,3675,595,33,87,1183,2496,442,4259,2560,3620,136,2715,3843,2560,1776,1732,1681,79,1691,2387,1491,3232,3232,730,3877,1319,1319,3232,1500,4249,4182,1319,2943,4270,1725,1368,3938,3867	1
3620,3622,1913,4310,2100,4292,2351,3262,3271,2984,2984,297,3279,1512,2519,3861,2943,3837,3843,1116,3849,1226,906,865,1712,2217,2314,4364,3104,1374,614,400,3880,2314,1906,435,1354,1712,5,956,313,481,297,3854,1512,2519,3861,2943,3837,4310,416,1776,3548,2217,442,349,1116,3849,3972,1484,3883,3847,4015,2715,3972,2218,1241,4310,4010,1366,3743,646,2581,643,87,3455,1226,906,865,2919,4219,38,2600,3847,2519,3861,2943,3837,4310,4335,2171,1461,2416,4310,4127,2375,1366,4010,3571,4121,297,683,1824,1814,3279,2375,1512,4169,860,4310,751,2336,965,1366,3819,3880,2314,223,322,4310,1374,1283,3572,1613,2588,23,3936,3921,481,1717,961,867,4276,3349,167,87,4090,1654,442,1930,3007,3388,709,3843	1
